,R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,Strength
7651,3,1,1,5,5,5,5,5,3,3,3,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5
7652,2,3,2,4,2,4,1,2,5,5,-1,5,5,4,5,4,-1,3,4,4,4,5,2,4,2,3,3,3,3,1,4,3,1,2,3,2,3,2,1,2,2,3,3,3,4,3,2,3,2
7653,3,3,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,4,2,2,2,2,2,2,3,1,3,2,1,2,3,2,4,4,3,4,4,4,3
7654,3,1,1,2,1,2,1,1,4,3,3,4,4,3,4,2,4,3,4,3,3,4,3,3,4,2,3,3,3,3,3,2,3,2,3,2,4,3,2,2,3,3,4,3,4,3,1,3,3
7655,1,1,1,1,1,2,1,1,4,4,4,5,4,3,4,4,4,4,4,3,4,3,1,4,5,4,4,4,5,3,4,4,1,1,-1,2,4,4,3,4,4,1,3,4,3,4,4,3,0
7656,4,2,3,4,4,4,4,2,3,3,5,3,4,4,4,5,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,5,4,4,5,4,1,4,2
7657,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,3,3,4,4,4,4,3,2,3,2,2,3,3,3,4,2,3,4,3,3,4,3,3,5
7658,3,1,4,4,1,1,1,1,4,5,5,4,4,5,3,3,2,2,3,2,3,3,3,2,3,4,4,3,4,3,4,3,1,1,2,2,2,2,2,3,2,2,2,3,3,3,2,2,0
7659,5,5,1,1,-1,-1,1,2,5,5,5,5,-1,-1,5,4,1,1,4,4,-1,-1,1,1,4,5,4,1,-1,-1,4,4,1,1,1,1,-1,-1,1,2,1,4,2,5,-1,-1,1,3,1
7660,3,4,2,4,2,3,2,4,2,4,2,2,3,3,2,3,4,3,4,5,5,5,3,3,5,4,4,3,5,4,5,2,3,2,3,3,3,3,4,3,2,2,2,2,3,3,2,2,5
7661,1,4,1,1,1,1,1,1,5,5,5,2,5,5,5,5,5,4,1,5,5,5,4,5,3,3,4,1,4,5,5,2,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,0
7662,1,3,1,4,1,2,4,2,4,4,1,2,1,4,2,4,2,2,3,1,2,3,1,3,2,5,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,3,2,1,4,4,3,3,2
7663,3,4,4,2,2,2,3,4,3,5,5,2,4,4,4,4,1,2,5,2,3,3,2,3,3,4,2,4,2,4,4,3,2,3,2,2,3,2,4,2,2,3,2,2,2,2,3,3,2
7664,1,1,1,1,1,1,1,1,4,3,3,4,3,4,3,2,3,4,4,4,5,4,2,4,2,3,2,1,-1,1,1,1,1,1,2,1,1,2,3,2,1,2,2,1,2,3,2,1,0
7665,2,2,2,3,3,4,3,3,5,4,3,3,2,4,2,4,3,3,3,2,2,3,2,4,4,5,4,3,4,3,4,4,2,1,2,2,3,3,2,4,2,2,2,2,2,3,2,2,5
7666,4,4,3,5,4,4,3,3,1,5,4,1,4,5,4,4,1,1,3,2,1,2,4,4,1,3,1,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2
7667,4,3,3,2,3,4,4,3,5,4,4,4,4,3,4,3,4,2,3,4,3,5,4,3,2,3,3,3,2,4,2,3,1,3,2,1,3,2,3,3,2,3,3,2,2,3,3,3,2
7668,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,5,1,1,4,5,4,1,5,5,5,4,1,4,2,3,3,4,1,5,1,4,2,2,1,2,1,1,4
7669,2,1,2,4,1,2,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,1,3,1,4,5,1,2,1,5,1,4,1,2,1,4,5,5,3,5,3,4,1,5
7670,1,2,4,4,3,3,1,3,1,2,1,1,1,1,1,5,4,4,1,4,2,5,5,4,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1
7671,3,2,4,3,1,2,1,2,4,4,5,5,5,5,5,5,3,5,5,5,3,5,4,5,4,3,3,2,4,4,3,4,5,1,3,1,2,4,4,5,1,1,3,1,3,4,2,1,0
7672,5,5,4,5,4,5,5,5,4,2,2,4,3,3,4,2,1,2,5,5,3,3,5,5,3,5,5,5,5,5,5,5,1,5,3,5,5,5,5,5,3,5,1,3,1,4,1,1,5
7673,1,1,1,1,1,1,1,1,3,5,5,1,3,5,3,3,1,1,1,1,1,4,4,3,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
7674,5,3,4,2,4,4,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,2,4,2,1,1,2,1,1,1,2,3,1,4,4,1,4,4,1,2,0
7675,5,5,5,5,-1,-1,3,3,5,4,5,4,-1,-1,4,4,4,3,3,4,-1,-1,5,3,5,5,3,3,-1,-1,4,2,3,3,4,3,-1,-1,3,4,4,3,3,3,-1,-1,3,3,2
7676,3,1,1,1,1,2,1,1,4,3,3,3,3,3,3,3,2,5,5,4,5,3,5,5,3,4,3,2,3,4,4,4,2,3,2,2,3,3,2,4,2,1,1,1,2,1,2,3,4
7677,3,3,4,3,3,3,3,3,4,4,4,4,5,4,4,5,1,4,2,4,4,3,5,2,4,4,3,2,2,2,3,1,2,2,4,1,3,2,1,1,2,3,2,2,4,4,1,2,2
7678,3,4,2,2,3,3,2,4,2,4,4,1,4,1,4,1,4,4,3,5,4,5,3,4,3,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,2,3,1,1,0
7679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1
7680,3,1,1,2,1,4,3,4,3,4,3,3,4,3,4,5,4,2,2,2,4,4,1,5,4,4,3,4,4,3,3,3,1,1,4,1,3,2,1,3,2,3,2,2,3,3,3,2,2
7681,5,5,5,4,1,5,2,5,5,5,5,5,5,5,-1,5,2,2,2,4,4,3,5,4,2,4,-1,4,2,-1,3,2,2,3,2,1,2,1,4,1,2,3,1,1,2,2,2,1,2
7682,2,2,2,2,2,3,2,2,3,4,3,3,2,4,2,2,2,3,3,3,3,3,5,3,4,5,5,3,5,4,4,3,2,3,3,3,3,3,2,3,1,2,2,2,2,2,1,2,4
7683,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,1,1,1,1,1,1,3,1,4,1,3,5,1,2,2,1,3,-1,1,1,1,1,2,3,4,1,1,2,1,2,2,1,1
7684,2,1,1,1,1,2,1,1,3,5,4,3,4,4,3,2,3,3,1,3,4,4,1,3,4,5,1,4,3,4,4,3,3,2,1,2,2,2,1,3,1,2,3,2,1,3,1,1,0
7685,1,1,1,5,1,2,1,1,5,2,2,3,3,3,3,1,1,4,3,3,5,1,1,1,4,3,1,1,4,1,1,1,1,1,1,1,3,1,1,1,3,1,3,1,5,5,1,1,1
7686,1,2,1,2,2,2,1,2,4,4,4,3,3,4,4,2,1,1,5,2,3,2,1,4,3,5,3,4,3,2,3,3,2,1,5,2,2,1,4,1,3,3,3,3,3,3,3,3,3
7687,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,5,5,5,1,5,4,5,4,5,2,3,1,3,2,4,2,1,1,1,1,1,1,1,1,0
7688,2,4,2,4,2,3,4,3,4,2,4,3,3,5,4,4,4,4,4,3,4,4,4,4,4,3,5,2,5,3,4,2,4,2,2,3,4,3,4,2,2,2,2,4,3,3,3,2,5
7689,2,3,1,3,3,2,3,1,3,4,4,1,1,4,2,3,1,1,1,1,1,1,3,1,3,3,2,2,1,3,1,1,1,3,3,1,3,3,1,3,3,3,3,3,4,4,4,3,3
7690,1,1,1,1,1,1,1,1,2,4,3,2,1,4,2,3,1,1,3,1,1,1,1,2,4,4,4,4,4,3,4,4,3,3,3,3,3,3,4,1,3,1,3,3,1,2,3,1,3
7691,2,2,3,2,3,2,2,2,3,5,2,3,3,5,3,4,2,1,1,2,3,5,3,2,4,4,3,1,4,2,3,3,1,3,2,2,3,2,2,2,1,3,2,2,1,2,1,2,2
7692,4,2,1,1,1,1,1,1,4,4,4,1,4,5,4,4,3,3,3,3,4,4,2,3,5,4,3,3,4,2,4,3,3,1,3,2,5,1,1,4,1,1,1,1,1,1,1,1,0
7693,2,1,1,1,2,2,2,1,4,3,2,3,3,2,3,3,3,4,3,3,4,3,5,4,3,5,4,4,4,4,4,3,4,4,4,3,4,4,4,4,2,2,1,2,2,2,2,2,4
7694,1,2,1,2,1,3,1,2,3,2,2,2,4,2,3,2,4,2,4,5,5,5,1,2,5,3,4,4,5,4,4,3,2,1,3,2,4,2,2,2,1,1,1,1,2,1,1,1,4
7695,1,2,1,4,1,3,2,2,4,5,4,3,2,4,3,4,3,2,2,2,4,3,2,2,4,4,4,4,4,4,2,3,1,3,3,1,2,2,2,2,1,2,2,2,1,2,2,2,0
7696,3,3,1,4,3,3,3,2,5,5,5,4,4,4,4,5,1,1,1,3,2,3,2,2,4,5,4,3,2,3,2,2,4,4,4,2,2,3,2,3,2,3,3,3,2,3,3,2,2
7697,3,3,4,2,2,3,3,3,4,4,4,4,3,3,2,4,1,1,4,2,2,2,2,2,4,4,2,4,4,3,2,3,3,4,3,2,4,3,3,4,2,3,2,3,4,3,3,3,2
7698,2,2,4,4,3,4,3,1,4,5,5,5,5,5,5,5,3,4,3,4,5,5,5,4,3,4,2,4,3,3,3,2,1,2,1,2,3,2,2,4,1,3,3,3,2,2,1,3,0
7699,4,2,5,5,4,5,4,2,2,2,5,5,5,5,5,5,1,4,5,5,5,5,2,5,4,5,5,2,5,2,2,5,2,2,4,1,5,2,2,5,5,5,5,5,5,5,2,5,5
7700,1,1,1,1,1,1,1,1,4,5,5,4,4,5,3,4,3,4,5,2,4,4,4,4,5,5,5,2,4,2,4,1,1,1,3,3,3,2,2,3,2,2,2,2,1,3,1,2,0
7701,1,1,1,3,1,4,1,2,3,5,5,3,5,5,2,3,2,3,5,-1,5,5,2,2,5,3,3,4,5,2,2,2,3,2,2,1,5,2,2,2,1,1,3,2,5,3,1,1,0
7702,3,3,1,4,2,2,4,2,2,4,4,3,2,4,2,4,4,4,2,4,4,5,1,4,2,3,3,3,3,4,3,3,1,3,2,2,5,2,1,5,5,4,4,4,5,5,5,4,5
7703,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,1,3,3,3,5,3,5,5,5,3,5,5,5,3,3,2,4,1,5,3,3,3,3,1,3,3,1,3,3,1,4
7704,1,2,2,2,2,2,2,2,3,3,3,1,1,3,2,1,3,5,2,4,5,5,2,3,4,4,4,3,5,3,4,3,1,2,1,1,1,2,3,3,1,1,3,2,1,3,1,1,4
7705,4,4,5,4,3,4,3,3,3,3,4,3,2,2,2,4,1,1,4,1,1,1,5,4,-1,4,2,4,1,4,4,1,1,1,1,1,4,1,1,2,1,3,1,1,3,3,1,1,2
7706,2,1,1,2,1,1,2,1,5,3,4,5,4,3,3,1,1,2,1,-1,2,1,1,1,5,4,5,5,4,1,3,1,2,1,3,1,1,1,2,1,1,2,4,1,3,1,1,1,1
7707,3,1,3,3,1,2,4,4,3,4,3,3,3,3,3,2,1,4,4,2,4,3,3,4,3,3,2,4,4,2,3,2,3,4,3,2,4,2,3,3,3,3,3,4,1,2,2,2,2
7708,1,1,1,1,1,2,2,1,4,3,3,4,3,4,1,3,2,3,4,2,2,3,3,3,3,3,1,1,2,3,3,2,1,1,1,1,3,3,1,1,1,1,1,1,3,2,1,1,1
7709,3,4,3,1,2,4,2,3,5,5,4,4,4,4,4,5,4,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,2,2,3,3,3,2,2,3,1,2,2,1,2,3,1,2,5
7710,1,1,1,2,1,2,1,1,4,5,5,3,2,3,3,1,1,1,3,2,2,4,1,2,4,5,2,2,1,1,1,2,3,1,3,1,1,1,2,1,3,2,4,3,2,3,1,2,1
7711,3,3,4,2,2,3,4,3,3,3,2,3,2,4,2,2,1,2,2,2,3,2,1,3,5,3,4,4,4,3,4,3,2,3,4,2,4,4,2,3,4,4,4,4,5,4,4,4,3
7712,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,2,2,5,1,1,1,4,1,1,1,3,1,1,2,1,1,4,1,1,1,4,1,2,1,1,1,1,1,1,1,1
7713,1,1,1,1,1,3,1,1,3,5,4,1,4,4,2,1,5,4,4,5,5,5,3,2,4,4,2,3,1,4,5,1,1,2,3,3,4,2,1,4,1,2,1,2,3,2,1,1,0
7714,3,5,4,4,2,4,4,4,5,4,3,5,4,3,4,4,3,1,3,3,1,5,1,2,4,5,5,4,5,3,4,2,1,1,2,2,2,3,2,1,5,3,4,5,4,5,2,4,2
7715,1,2,1,3,1,4,2,1,5,4,4,4,5,4,5,4,4,4,4,4,5,5,3,3,1,2,1,2,2,1,1,1,1,1,1,1,3,1,1,1,2,3,1,2,2,1,2,2,0
7716,5,4,5,5,2,2,4,2,4,5,5,4,4,5,5,5,1,1,3,3,4,3,1,1,3,4,4,4,3,3,4,4,1,1,2,3,5,3,4,1,4,5,5,5,5,4,3,5,2
7717,3,4,1,5,3,5,3,4,4,4,5,5,5,5,5,5,4,4,3,4,5,5,4,4,3,4,4,3,4,5,5,4,2,2,2,3,2,3,3,4,2,3,3,2,3,3,3,2,5
7718,3,3,2,2,2,3,3,3,4,4,4,2,3,3,3,4,5,3,4,5,1,4,2,4,4,4,5,3,5,2,2,4,4,3,3,4,4,5,2,3,2,3,3,3,2,2,2,3,5
7719,1,3,1,1,1,3,1,3,5,5,5,3,3,5,5,3,3,3,5,3,3,3,3,5,1,3,1,3,1,1,1,3,1,1,1,1,1,1,3,1,1,1,3,1,1,3,3,1,0
7720,3,2,5,2,2,3,2,2,5,5,5,4,5,5,5,5,3,3,3,2,4,4,3,2,5,3,1,4,1,1,2,2,1,1,1,2,2,1,1,2,1,3,2,1,3,3,2,2,2
7721,1,3,1,1,-1,-1,1,1,5,5,5,5,-1,-1,5,1,1,5,3,5,-1,-1,1,5,1,5,2,1,-1,-1,3,2,1,2,3,2,-1,-1,1,5,3,3,5,3,-1,-1,1,3,1
7722,1,1,1,1,1,1,1,1,3,1,1,3,1,1,2,1,1,4,3,1,1,1,5,1,3,4,3,1,3,1,1,1,4,1,5,1,3,1,3,1,1,1,1,1,1,1,1,1,1
7723,2,2,3,3,2,2,2,2,2,2,4,4,4,2,4,3,4,4,2,4,4,4,2,2,2,2,1,2,2,1,1,1,2,1,1,1,5,1,1,2,2,2,2,2,2,3,2,2,2
7724,1,4,1,1,1,3,1,3,5,4,4,5,4,4,4,3,4,4,5,5,5,4,3,4,4,4,4,4,4,4,4,4,1,2,3,5,2,2,2,4,1,1,1,1,1,1,1,1,0
7725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,5,1,3,3,5,3,1,3,4,4,1,3,4,5,4,4,5,3,1,4,4,3,5,4,2,2,3,3
7726,3,3,2,2,3,3,2,2,4,3,2,2,2,2,2,3,2,3,3,3,3,2,2,3,4,2,3,3,3,3,3,3,2,2,2,2,3,2,2,3,2,2,2,3,2,3,2,2,3
7727,3,1,1,4,1,1,1,1,4,4,1,1,1,1,1,1,4,4,2,4,2,1,4,2,5,5,5,2,5,4,4,1,4,5,5,4,5,2,2,2,4,5,5,5,5,5,4,2,3
7728,1,3,1,1,1,2,1,3,2,2,2,3,3,2,2,1,1,1,1,4,4,1,1,1,5,4,4,4,5,2,2,3,1,1,3,3,4,2,5,1,3,2,2,2,3,2,3,3,3
7729,1,2,3,2,1,3,1,2,5,5,5,4,4,5,4,4,4,3,3,3,3,4,2,3,3,4,2,4,3,2,4,2,2,2,1,2,2,1,2,1,3,3,1,2,1,2,1,1,0
7730,1,4,-1,-1,1,1,1,2,2,2,-1,-1,1,2,1,4,2,2,-1,-1,5,3,1,4,3,5,-1,-1,4,2,5,4,2,3,-1,-1,2,2,3,4,4,3,-1,-1,4,3,4,2,1
7731,3,1,1,1,1,1,1,1,5,3,3,5,5,3,5,1,3,3,1,3,5,4,3,1,5,5,4,5,5,4,3,5,4,4,5,2,5,1,3,3,2,3,2,5,2,3,2,2,5
7732,3,2,3,4,3,3,3,3,4,5,5,4,5,5,5,5,2,2,2,2,2,2,2,2,4,4,4,3,5,3,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,0
7733,5,1,1,2,2,1,4,1,2,1,2,2,1,1,1,1,5,2,4,5,2,5,1,5,4,4,5,5,5,4,4,4,1,4,4,4,4,5,5,4,4,4,4,5,2,5,4,4,3
7734,4,5,5,5,5,5,3,5,5,5,4,5,5,4,5,4,1,1,1,1,1,1,4,1,5,5,5,5,5,1,1,4,5,1,3,-1,4,1,3,1,4,4,3,3,5,5,3,4,2
7735,3,1,3,2,1,1,1,1,5,4,5,4,4,4,5,4,3,5,5,3,3,3,5,5,5,4,4,4,4,4,5,3,-1,2,5,3,5,3,3,5,1,1,4,2,5,5,3,4,5
7736,2,1,3,3,1,2,1,1,1,2,1,3,2,1,1,4,3,4,4,4,4,3,3,2,4,2,2,3,3,3,4,1,2,2,3,1,4,3,2,4,1,1,2,1,3,3,3,1,4
7737,4,3,1,2,1,2,1,1,2,2,3,2,5,3,4,1,2,3,1,3,4,5,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,0
7738,4,1,1,2,1,1,2,1,3,3,2,2,2,2,2,2,3,3,2,4,4,4,1,2,2,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,4,5,5,3,3,3
7739,5,2,1,4,1,3,2,1,5,5,3,4,4,4,4,2,4,4,5,5,5,4,2,5,1,3,3,3,4,4,1,3,2,3,3,3,5,3,1,3,3,3,3,3,3,2,3,4,5
7740,4,3,3,3,2,1,3,1,5,2,2,1,1,1,1,1,4,5,3,3,1,3,1,3,5,2,2,4,2,4,4,2,2,1,4,1,3,2,2,3,3,3,3,3,3,2,1,2,3
7741,3,4,4,5,3,5,3,4,4,5,5,4,5,5,5,5,2,2,5,4,5,4,5,4,3,1,2,5,1,2,2,1,3,4,3,4,2,3,3,5,4,5,4,4,4,4,1,3,2
7742,3,2,4,5,1,1,3,1,4,5,5,4,5,4,5,4,2,4,4,5,4,5,4,4,3,4,1,4,1,1,1,1,1,1,2,1,4,1,1,2,1,4,2,1,4,2,1,2,2
7743,3,4,5,3,4,4,4,4,4,5,5,4,5,5,5,5,2,4,4,4,5,5,5,4,3,5,3,4,3,4,4,2,4,4,5,4,4,5,4,4,2,4,2,2,3,4,3,3,5
7744,3,3,5,2,2,2,2,3,3,4,5,3,2,4,2,4,2,4,5,2,4,3,2,4,3,4,5,4,4,5,5,4,1,3,3,1,2,2,2,2,1,3,3,2,2,2,3,2,0
7745,1,2,1,4,1,3,2,2,4,2,2,2,3,1,3,1,3,3,4,3,3,3,1,2,4,2,2,1,2,1,2,1,1,1,4,1,2,2,3,4,1,1,1,1,5,3,1,1,1
7746,1,1,1,1,1,1,1,1,3,3,3,1,3,1,3,3,3,4,4,4,4,5,3,3,3,4,3,5,4,5,5,5,3,4,4,4,3,5,4,4,1,1,1,1,1,3,3,1,4
7747,2,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,2,2,4,2,5,1,1,4,1,5,1,1,1,1,1,3,2,3,4,2,1,4,1,4,1,1,1,2,1,1,1,3,1
7748,3,3,3,3,1,3,3,1,1,4,1,1,1,3,1,1,1,1,3,5,4,4,1,2,5,4,4,4,4,5,5,4,1,3,5,3,4,4,4,5,4,3,3,3,5,4,3,4,3
7749,3,1,1,2,1,1,1,1,3,4,5,3,3,3,4,4,1,4,3,5,5,5,1,2,3,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,4,1,3,1,1,2,1,0
7750,-1,1,1,2,1,3,1,1,5,4,5,4,4,3,3,1,4,3,2,3,4,4,2,1,4,4,-1,4,5,4,4,4,1,1,2,2,1,1,1,1,1,1,3,1,3,3,1,1,0
7751,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,3,3,3,2,2,3,2,2,2
7752,1,1,1,1,1,1,1,1,3,4,1,1,1,3,1,1,4,1,1,5,1,5,1,1,5,3,4,3,5,2,1,1,1,1,1,1,2,1,1,4,1,1,3,1,1,3,1,1,1
7753,4,1,1,2,1,2,1,1,5,3,2,4,1,2,3,1,2,3,2,3,3,3,2,3,5,4,3,3,5,4,3,4,1,1,4,3,4,3,3,4,1,1,1,2,1,2,2,1,4
7754,1,4,1,1,1,1,1,4,4,3,4,3,4,4,4,4,3,2,5,4,3,5,1,5,2,2,2,2,2,1,5,3,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,0
7755,1,4,1,2,1,1,2,1,4,3,5,5,1,5,4,5,4,5,5,5,4,5,4,4,2,5,5,-1,4,1,3,2,5,1,2,1,2,1,5,3,1,1,4,1,1,2,2,1,0
7756,1,1,1,1,1,1,1,1,4,1,2,2,2,1,1,1,5,5,2,3,2,5,3,2,5,3,2,3,2,3,3,3,3,4,3,4,4,5,3,1,4,3,4,4,3,5,3,1,3
7757,1,3,1,2,1,2,1,2,3,4,1,4,2,2,1,2,4,4,3,2,2,3,3,3,4,4,4,3,5,3,3,3,2,4,4,2,4,3,2,4,3,4,3,2,4,3,3,2,3
7758,2,2,2,4,2,2,3,2,4,4,4,4,4,4,3,4,1,1,2,3,2,4,2,4,5,4,4,3,4,1,2,3,1,1,2,3,2,1,1,2,3,3,4,4,5,4,2,4,2
7759,3,2,5,2,3,4,3,4,2,2,5,2,3,5,2,5,1,2,2,2,4,4,3,5,3,5,1,1,2,3,2,2,1,1,1,1,2,2,1,2,1,3,1,1,2,4,1,1,2
7760,1,1,1,1,1,1,1,1,3,5,5,1,1,5,1,3,5,5,5,3,5,5,5,5,5,3,3,5,5,5,5,5,3,1,5,5,3,5,3,5,1,1,1,1,1,1,3,1,4
7761,1,2,1,1,1,1,1,2,5,4,5,3,4,5,3,4,1,4,3,2,4,2,4,3,5,5,5,5,5,4,4,2,1,1,1,4,2,1,1,4,1,1,1,2,1,3,1,1,0
7762,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,5,5,1,5,1,5,1,2,5,5,5,5,1,5,1,1,1,1,1,1,1,5,1,3
7763,3,3,2,3,1,5,3,3,4,5,4,4,5,4,5,4,4,3,3,4,3,5,5,3,3,3,3,3,3,3,3,3,1,1,3,3,3,4,1,4,3,3,3,3,4,5,3,3,5
7764,1,1,1,1,1,1,1,1,4,4,4,4,5,2,4,1,4,3,1,3,3,-1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
7765,3,4,4,5,4,4,4,5,5,4,4,3,4,4,5,4,1,2,3,3,3,4,1,3,2,3,3,3,3,1,3,4,1,1,2,2,1,1,4,3,5,4,5,4,4,4,4,4,2
7766,2,1,1,3,1,3,2,-1,2,2,3,2,3,3,3,4,1,1,-1,2,2,3,4,3,3,1,1,2,1,2,2,1,1,2,1,1,4,2,1,-1,1,2,3,1,4,3,1,1,1
7767,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,4,1,5,4,5,5,1,4,1,3,4,1,5,4,5,1,1,1,1,1,1,1,1,4,1,1,1,1,5,1,1,1,0
7768,4,4,4,4,4,4,3,4,5,3,4,2,1,4,2,2,1,2,5,5,3,5,2,5,3,4,3,2,5,3,2,5,5,5,5,1,5,5,5,5,2,3,4,3,1,3,2,4,5
7769,4,3,5,3,3,4,3,4,4,4,4,4,4,4,4,5,4,3,3,3,4,4,5,3,2,3,1,4,1,1,1,1,1,1,3,1,4,1,4,1,1,3,2,1,4,4,1,2,2
7770,4,1,1,1,1,1,1,1,5,3,4,4,4,3,4,2,1,2,4,1,5,1,2,1,4,1,2,2,5,1,3,1,3,1,4,1,3,1,2,2,4,1,1,1,1,1,1,1,1
7771,5,4,3,3,5,5,5,4,4,4,4,3,3,4,4,4,1,1,1,1,1,2,4,1,4,5,4,4,3,1,3,1,2,2,1,3,1,-1,2,4,1,3,1,1,3,3,1,2,2
7772,1,1,1,1,1,1,1,1,5,4,4,3,3,5,3,4,3,1,5,2,1,5,1,2,4,3,3,3,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
7773,2,3,3,4,4,4,4,3,5,5,5,5,5,5,5,4,3,4,4,5,4,5,5,4,3,5,4,4,4,5,5,5,1,1,2,1,3,1,2,1,1,1,1,1,1,3,1,1,0
7774,2,1,4,1,1,1,1,2,4,1,1,4,4,2,4,1,1,5,1,1,1,1,1,1,4,2,2,3,3,1,2,1,3,1,4,1,5,1,5,1,1,1,1,1,1,3,5,1,1
7775,3,2,1,2,1,1,2,2,5,2,1,5,5,1,4,4,2,3,4,3,4,3,2,2,5,4,5,3,4,4,4,4,3,4,5,2,4,2,3,5,1,3,5,4,3,4,2,3,5
7776,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,3,4,2,4,3,2,4,4,2,-1,5,3,4,3,3,3,3,3,4,3,4,3,2,2,2,2,2,2,2,2,4
7777,1,1,1,1,1,1,1,-1,4,2,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,1,2,1,4,5,1,4,1,1,1,1,1,1,1,1,1,1,0
7778,4,3,1,2,2,3,2,3,2,3,3,1,2,1,2,1,3,2,3,5,2,5,2,3,2,3,1,2,3,3,2,2,2,1,2,3,4,2,2,4,2,3,3,3,2,2,2,4,3
7779,4,1,1,4,1,3,3,1,4,3,2,2,2,2,2,2,3,1,1,4,5,5,1,2,3,1,1,3,3,1,1,1,1,1,1,1,3,1,1,1,2,2,4,3,4,4,1,3,2
7780,3,2,3,4,4,4,3,1,1,2,1,2,1,1,2,1,1,1,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1
7781,3,2,1,4,2,4,4,1,3,4,3,4,4,4,4,4,3,4,2,5,5,-1,3,4,4,3,4,4,3,2,4,1,1,1,2,2,2,1,1,1,2,2,4,1,-1,3,1,2,0
7782,1,1,1,1,1,1,1,1,5,4,1,4,4,1,3,1,1,1,1,1,4,1,1,1,3,4,-1,1,5,2,4,4,1,1,3,1,3,5,1,1,2,3,3,4,5,5,1,1,3
7783,4,3,2,3,2,3,3,3,3,4,4,2,3,3,2,3,1,1,1,2,2,3,2,2,4,3,1,3,2,2,2,2,2,3,3,2,4,3,3,3,3,3,3,4,3,3,3,3,2
7784,1,2,4,1,1,4,1,3,2,4,4,2,4,4,3,2,1,1,2,1,3,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
7785,3,1,1,4,1,4,4,1,4,4,4,3,4,5,3,5,3,2,4,5,4,5,2,2,2,3,2,4,2,4,4,2,3,4,4,1,3,4,3,4,1,1,3,4,4,5,3,4,5
7786,3,1,1,4,1,2,3,2,3,3,3,3,2,3,3,2,1,4,2,2,1,2,2,1,1,4,1,3,1,1,1,1,2,2,1,1,3,1,2,2,1,4,4,2,3,3,3,3,2
