,R1,R4,R6,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S3,S4,S5,S6,S7,S8,E3,E5,E8,C5,Strength
4392,1,-1,1,4,3,4,4,4,3,4,1,1,2,4,3,4,4,2,4,2,4,1,4,1,1,1,2,-1,1,1,I
4393,3,2,4,4,3,2,3,3,3,3,3,1,2,4,3,3,2,4,3,4,2,4,3,3,3,2,2,3,3,3,S
4394,1,1,4,4,1,2,1,1,1,1,1,1,1,1,4,5,3,5,1,1,1,5,4,3,5,4,1,1,1,1,S
4395,3,1,2,2,3,4,4,2,2,2,1,1,3,3,5,4,3,1,3,5,4,4,4,2,2,3,4,4,3,2,S
4396,3,2,1,4,4,3,2,3,4,3,3,4,-1,3,4,3,3,1,4,5,5,4,4,3,4,4,4,4,5,3,S
4397,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,-1,2,1,1,1,1,1,1,3,4,3,4,C
4398,1,3,5,3,2,1,1,1,3,1,1,1,1,1,1,1,3,3,1,5,2,1,3,3,4,2,1,-1,1,3,R
4399,1,1,1,5,4,4,4,4,4,3,4,5,5,2,5,5,5,5,5,2,1,1,4,5,4,2,1,2,5,1,A
4400,1,3,3,5,4,4,3,4,4,4,5,1,1,2,3,3,3,4,3,4,1,4,2,2,2,3,2,1,2,1,I
4401,3,5,4,4,5,5,5,4,4,4,4,1,1,3,2,2,3,1,3,2,2,1,1,1,1,2,1,3,3,4,I
4402,1,1,1,3,5,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,3,3,1,3,4,3,S
4403,1,3,3,2,4,3,3,2,3,1,1,3,3,2,4,4,4,4,4,5,5,3,5,4,4,4,2,4,3,4,S
4404,4,4,3,1,4,4,5,2,4,2,1,1,3,1,1,3,2,4,1,1,1,1,1,4,1,1,4,3,1,2,R
4405,1,2,1,4,3,2,1,1,1,1,3,1,1,3,1,4,2,1,-1,4,4,4,4,3,4,4,3,4,2,1,S
4406,3,3,3,4,1,1,3,2,1,4,1,1,1,1,1,2,1,2,1,4,3,5,4,4,3,3,3,3,1,3,S
4407,2,3,2,2,4,4,2,2,4,3,2,2,2,2,2,4,2,2,2,2,2,2,2,1,1,2,2,2,2,3,C
4408,4,1,2,4,5,5,1,5,5,4,2,3,5,5,5,5,4,2,5,5,5,3,5,4,5,3,4,5,5,1,A
4409,4,1,1,5,5,3,3,3,4,3,1,1,1,1,1,1,4,1,1,5,3,5,3,2,2,3,2,1,1,3,I
4410,1,1,2,1,1,1,1,1,2,1,1,3,1,2,3,2,4,1,3,4,2,3,4,5,4,4,3,4,1,2,S
4411,4,4,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3,4,3,4,3,4,3,2,3,3,3,4,2,4,C
4412,4,1,3,3,2,2,4,4,3,5,1,3,3,3,3,3,5,3,3,5,4,4,3,3,4,3,5,3,3,3,E
4413,4,4,5,5,4,5,3,5,3,5,1,3,1,1,5,5,5,2,1,5,5,1,1,1,2,4,1,5,1,1,I
4414,2,3,3,3,1,2,5,3,1,3,3,1,1,2,3,3,1,4,4,4,3,4,3,3,4,3,3,5,4,3,S
4415,4,4,4,5,2,1,4,3,2,3,4,2,2,2,3,3,5,3,3,2,2,4,3,2,2,2,2,3,2,4,I
4416,4,2,3,4,1,2,2,2,3,1,2,2,3,4,4,4,4,3,3,3,4,3,2,2,2,2,2,3,3,3,A
4417,5,2,3,3,2,2,2,2,2,2,2,2,4,1,2,3,2,2,2,5,3,4,4,4,4,2,4,4,2,2,S
4418,1,1,3,1,3,3,1,1,3,1,1,1,1,3,1,1,2,1,3,2,1,1,1,1,2,1,1,1,1,1,I
4419,4,1,1,2,2,2,3,2,1,1,2,3,1,3,2,2,4,2,5,4,4,3,4,4,4,2,4,2,2,2,S
4420,1,1,1,2,4,3,1,2,3,1,2,3,4,4,3,5,5,3,4,4,2,2,3,3,3,2,2,2,2,1,A
4421,2,1,5,2,3,1,2,2,5,2,2,1,2,3,3,3,4,5,4,5,4,5,4,5,4,5,2,4,4,3,S
4422,3,2,1,4,5,5,5,5,5,5,4,2,4,5,5,5,5,4,5,3,5,4,5,4,4,5,3,2,5,4,I
4423,4,5,5,3,4,5,4,5,3,5,5,1,2,2,2,2,2,5,2,2,2,3,3,3,4,3,3,4,2,4,I
4424,1,1,1,5,5,4,2,3,5,3,3,2,1,2,1,1,2,3,1,4,3,5,3,1,1,1,2,1,1,2,I
4425,2,2,4,4,4,4,4,4,4,4,3,2,2,4,5,3,5,2,2,4,4,5,4,4,4,5,2,2,2,3,S
4426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,4,1,2,1,1,S
4427,5,5,1,3,3,5,5,4,5,4,2,3,3,5,5,3,4,3,1,3,5,-1,3,3,4,1,5,2,2,4,I
4428,4,3,4,5,2,3,5,4,4,4,3,3,2,3,3,3,3,2,2,4,5,5,5,4,5,5,4,3,3,4,S
4429,1,1,1,3,4,3,1,1,3,2,1,3,3,4,2,2,3,1,1,4,3,3,3,4,3,2,4,1,3,1,S
4430,3,5,5,5,4,3,4,4,4,4,4,3,2,3,4,3,4,4,4,5,4,4,3,3,4,1,3,2,4,4,R
4431,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,5,3,2,4,5,3,4,1,4,1,1,1,1,1,A
4432,2,2,3,4,5,3,5,3,5,2,4,3,2,2,1,2,3,5,1,4,2,2,3,2,2,1,1,1,1,3,I
4433,4,4,4,2,2,4,3,2,3,2,3,1,2,3,2,2,2,4,4,2,3,2,2,3,3,3,2,4,4,2,R
4434,-1,1,3,4,4,5,5,5,4,5,3,2,3,5,3,4,4,2,5,2,2,3,2,4,3,2,2,2,5,1,I
4435,1,1,2,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,1,1,2,1,S
4436,1,4,4,4,4,4,4,4,4,4,3,2,2,3,3,5,4,1,3,5,3,4,5,4,4,3,4,4,4,5,I
4437,4,2,1,5,3,3,3,3,3,3,1,5,5,4,1,2,5,1,3,4,1,2,3,5,2,2,3,5,4,4,C
4438,3,3,2,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,4,I
4439,3,1,1,1,1,2,2,1,1,2,1,3,3,4,3,3,3,1,3,4,3,5,5,4,4,5,1,3,3,3,S
4440,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,1,E
4441,1,4,3,2,2,5,4,4,2,4,3,2,4,4,4,4,3,3,4,1,3,1,3,2,3,2,1,4,1,3,A
4442,3,1,4,4,2,4,5,4,4,4,4,2,3,2,4,2,4,2,4,1,1,2,1,2,3,2,1,1,2,4,I
4443,1,2,2,4,4,4,3,3,3,5,3,3,2,4,2,2,2,3,2,-1,4,4,3,5,4,3,2,2,3,2,I
4444,1,2,1,4,4,3,2,4,4,4,1,2,1,3,4,4,4,1,3,4,2,1,4,3,3,1,2,1,4,2,I
4445,2,1,1,3,4,2,3,2,2,2,1,3,4,3,3,3,2,4,3,5,5,4,5,5,5,4,3,1,5,2,S
4446,2,4,3,5,4,4,4,4,3,4,1,1,2,4,3,4,4,3,2,4,3,4,3,2,2,4,1,1,5,1,I
4447,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,A
4448,2,1,1,4,5,5,4,3,5,4,3,3,4,5,4,4,5,5,3,5,5,3,5,5,5,5,4,3,4,1,S
4449,1,1,1,4,5,4,1,3,2,2,1,4,5,3,4,5,4,3,2,5,3,1,3,4,4,2,1,1,1,1,A
4450,1,1,3,4,4,4,4,4,5,4,5,1,1,1,1,1,1,5,1,1,2,4,2,2,4,2,4,4,4,4,I
4451,1,1,1,3,2,2,3,1,1,1,2,1,2,1,2,4,2,2,2,5,5,3,5,3,3,2,2,4,2,2,S
4452,3,3,1,2,5,3,2,1,1,2,2,3,1,2,1,1,1,1,4,1,1,1,1,1,5,1,1,1,1,1,R
4453,3,5,4,3,1,3,4,3,4,1,2,1,1,-1,5,2,4,5,2,4,5,5,5,2,3,5,2,4,2,3,S
4454,3,5,5,5,5,3,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,3,1,3,3,1,1,1,5,R
4455,3,3,3,5,3,3,4,4,3,4,5,4,4,4,4,3,5,1,5,2,3,1,3,1,2,1,1,1,1,3,I
4456,2,4,1,3,3,3,3,2,3,3,1,3,4,5,4,4,4,5,5,4,4,3,4,5,5,3,3,4,5,2,A
4457,4,5,5,4,4,3,3,3,4,3,4,1,2,3,2,1,3,5,3,3,3,5,3,4,4,1,3,4,4,4,R
4458,3,1,1,1,3,3,1,2,4,2,2,2,2,4,3,3,5,4,4,2,2,2,3,4,5,1,1,1,-1,1,A
4459,3,2,1,5,3,3,5,4,3,4,1,1,1,3,1,4,1,5,3,5,5,5,5,5,5,5,5,5,4,4,S
4460,1,1,2,3,2,2,2,1,1,1,1,1,1,3,2,2,1,1,4,5,5,5,5,4,2,3,4,4,2,1,S
4461,5,5,1,5,5,5,5,5,3,1,1,1,1,1,1,1,1,1,-1,5,5,3,5,3,3,3,3,5,1,5,S
4462,5,2,3,3,2,1,2,3,3,2,4,1,2,5,1,4,2,1,4,5,3,2,3,4,5,4,4,2,4,5,S
4463,1,1,1,4,5,4,4,2,4,2,2,3,3,3,3,4,4,4,1,3,5,3,5,2,4,1,1,1,1,1,S
4464,2,4,4,4,3,3,5,3,3,4,3,2,1,2,2,2,1,3,2,5,5,3,5,5,5,5,2,2,3,1,S
4465,1,1,1,2,2,1,2,1,1,1,1,5,3,4,5,1,3,1,3,4,2,4,4,4,1,1,1,3,3,1,A
4466,2,2,4,1,1,1,1,1,1,2,1,1,1,3,4,2,5,5,1,1,1,1,1,1,2,1,1,1,3,1,A
4467,1,1,4,3,4,4,5,3,5,2,1,1,2,5,4,2,3,2,4,4,4,4,4,3,5,4,2,4,2,1,S
4468,3,5,3,4,3,1,1,4,3,4,3,3,3,1,1,3,4,3,1,3,1,1,1,1,1,1,1,1,1,1,R
4469,1,1,3,5,5,5,4,5,5,5,4,3,4,2,2,4,4,5,3,4,2,2,2,5,5,1,2,2,4,1,I
4470,2,2,4,2,4,4,4,3,3,2,4,1,4,4,2,5,2,1,5,2,1,1,4,1,1,1,2,2,1,3,I
4471,1,1,1,5,4,3,4,4,1,1,1,3,3,4,4,5,3,3,1,4,2,3,5,2,4,1,3,2,3,3,A
4472,4,4,3,4,2,3,4,3,4,2,4,1,4,1,2,2,4,4,2,4,2,3,2,3,3,2,5,5,4,4,C
4473,3,1,4,1,5,5,1,3,5,2,2,1,2,5,3,3,4,2,5,4,3,4,3,4,5,4,4,4,5,1,S
4474,2,4,4,4,2,4,4,4,4,4,3,3,2,2,2,2,2,4,4,3,4,4,4,3,4,4,4,4,4,2,R
4475,3,2,3,5,4,5,5,5,4,4,5,2,4,1,1,5,2,1,3,5,2,4,2,2,2,1,5,4,2,5,I
4476,3,2,3,3,2,2,2,1,2,4,1,2,4,2,2,1,2,4,4,3,3,4,3,4,4,2,5,2,4,2,E
4477,1,1,1,5,4,5,5,5,5,5,4,3,-1,2,5,5,5,1,4,1,1,1,1,1,1,1,1,3,1,3,I
4478,1,1,1,3,1,2,1,1,2,1,1,2,1,5,4,3,3,1,3,3,4,3,3,4,2,5,3,2,2,1,S
4479,2,2,1,1,5,5,2,3,5,3,5,1,2,5,4,3,4,4,2,4,2,1,2,2,4,1,2,4,2,2,I
4480,3,2,3,4,5,4,2,4,4,2,2,1,1,1,1,1,1,1,1,4,4,4,3,2,3,3,3,4,1,1,I
4481,1,2,1,4,5,5,4,3,3,4,3,1,1,3,4,4,5,5,2,1,3,1,3,1,1,1,2,2,3,2,I
4482,1,2,3,5,2,3,3,3,5,2,2,3,-1,-1,4,3,4,2,2,2,4,4,4,4,4,3,2,3,1,1,S
4483,2,2,3,5,3,2,5,2,3,2,4,5,5,3,4,5,3,2,4,3,3,4,3,3,3,3,5,5,4,4,A
4484,3,4,3,3,3,4,3,3,5,3,2,1,2,1,3,5,5,4,1,3,4,5,5,4,3,5,2,3,3,1,S
4485,1,1,1,3,4,5,4,3,5,5,1,2,2,3,2,2,5,4,3,2,5,4,5,2,3,4,2,1,4,1,I
4486,2,2,2,4,5,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,5,5,5,5,3,3,4,2,S
4487,1,1,1,3,5,3,1,2,4,2,2,2,1,5,1,2,4,4,4,3,1,1,4,2,2,1,1,1,1,1,A
4488,3,1,1,3,1,1,2,1,1,2,1,1,1,3,2,1,1,4,1,3,3,5,5,4,5,4,4,5,4,2,S
4489,2,2,1,1,1,2,3,3,2,3,3,4,4,4,5,5,5,2,3,2,4,2,4,4,4,4,1,3,5,2,A
4490,1,1,3,4,5,5,1,5,5,5,3,5,1,1,5,4,5,-1,1,4,1,1,1,3,3,3,1,1,1,3,I
4491,3,2,4,4,5,1,2,4,4,4,3,1,3,3,2,2,3,1,3,1,2,2,2,3,5,2,2,2,1,2,R
4492,1,1,1,1,1,1,1,1,1,1,1,4,5,3,5,5,4,3,5,3,4,2,4,4,4,3,1,1,3,1,A
4493,3,2,1,1,5,3,1,1,4,4,4,1,1,2,1,2,2,3,1,5,2,5,1,1,4,4,5,5,1,3,C
4494,2,1,1,3,4,4,1,1,3,1,1,3,3,5,4,3,5,1,4,3,2,1,2,1,1,1,3,5,1,4,A
4495,2,3,4,4,1,1,3,3,1,1,3,1,4,2,4,5,5,4,2,5,5,2,5,5,4,2,2,4,4,2,S
4496,3,3,4,3,5,2,3,2,3,2,3,2,3,4,2,3,3,1,3,4,5,2,4,4,2,4,3,2,3,3,S
4497,2,4,4,5,5,5,4,4,5,4,5,5,4,5,4,4,4,5,4,3,3,4,4,4,4,2,3,5,3,2,I
4498,1,1,1,1,2,1,1,1,1,1,-1,1,5,4,3,5,2,5,4,5,2,5,4,-1,3,4,4,5,5,3,E
4499,1,1,1,2,2,2,2,2,1,2,1,1,4,3,2,2,1,5,3,2,3,4,2,3,3,4,5,5,3,3,E
4500,3,3,3,5,5,2,3,1,1,1,3,4,5,3,4,5,5,5,5,4,5,3,4,3,4,2,5,4,4,2,A
4501,1,1,1,3,3,3,4,3,2,3,3,1,2,2,3,2,3,3,2,5,5,3,5,1,1,2,2,2,1,3,S
4502,1,1,1,2,1,2,2,2,3,1,1,5,4,3,2,5,5,4,4,4,1,1,1,2,3,1,4,5,5,1,A
4503,2,1,2,3,4,3,3,3,3,2,2,1,3,4,2,1,1,1,3,3,4,4,3,2,2,1,4,4,2,4,C
4504,2,2,2,4,4,4,4,4,3,3,4,4,5,3,5,5,5,5,2,5,4,5,5,5,5,1,3,4,3,1,A
4505,4,1,3,5,5,5,3,5,5,5,5,2,5,3,5,4,4,4,2,4,3,3,4,4,4,4,4,5,4,3,I
4506,4,1,2,2,4,3,4,3,2,2,2,2,3,3,3,4,3,2,2,5,4,4,4,2,3,3,2,3,1,1,S
4507,4,4,1,1,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,3,4,4,2,3,2,3,4,5,4,C
4508,1,2,2,3,3,3,3,2,3,2,3,2,2,5,5,4,3,4,3,2,3,4,3,2,3,2,2,3,3,2,A
4509,3,3,3,3,4,4,4,4,3,4,3,5,3,3,4,3,3,3,3,4,3,5,2,4,4,4,2,2,3,3,I
4510,1,1,2,3,3,4,2,1,3,3,2,4,4,3,3,3,4,2,3,5,4,3,5,4,2,3,4,5,3,1,S
4511,3,2,1,4,-1,3,3,1,1,2,2,5,5,5,5,5,5,5,5,2,1,1,1,4,2,2,4,4,-1,1,A
4512,1,1,3,1,3,4,2,3,4,2,1,3,5,5,3,5,3,3,4,1,5,2,5,4,4,1,4,1,1,1,A
4513,1,2,1,3,5,4,3,4,4,3,4,2,2,3,2,2,4,1,2,4,2,1,2,2,2,1,2,1,2,3,I
4514,3,2,3,3,4,4,3,2,3,2,3,4,1,1,3,2,1,5,2,4,2,4,2,2,2,2,3,3,3,2,I
4515,3,2,1,4,5,5,1,1,3,4,3,1,1,4,1,3,1,1,1,1,1,4,1,4,1,1,1,1,1,3,I
4516,1,2,1,4,4,5,4,5,5,5,4,1,3,4,2,4,3,4,4,1,1,3,3,3,2,1,5,3,5,3,I
4517,4,3,2,1,1,1,3,1,1,1,1,1,1,4,2,1,3,5,1,5,5,5,5,5,2,2,5,5,3,2,S
4518,1,1,1,4,5,4,4,3,4,3,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,5,1,S
4519,1,1,1,4,2,2,1,3,1,2,1,1,4,4,1,1,1,1,4,4,4,-1,5,5,5,2,4,1,5,1,S
4520,1,4,3,5,5,4,2,3,3,3,3,3,3,2,3,3,4,4,3,4,3,5,4,3,3,2,4,2,2,2,S
4521,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,4,3,1,1,1,1,1,3,1,1,1,1,1,1,A
4522,1,1,1,4,4,3,5,4,3,2,2,3,4,4,5,5,4,4,2,4,4,5,5,4,3,2,4,3,2,1,S
4523,3,4,3,5,3,2,5,2,4,3,2,1,2,4,4,2,2,5,2,3,3,5,3,4,4,2,5,4,2,5,C
4524,3,3,2,3,4,3,4,2,2,2,2,2,3,4,4,3,4,1,3,5,5,4,5,2,4,2,4,3,2,1,S
4525,3,4,3,4,4,5,5,5,5,4,5,2,2,4,2,2,3,4,4,3,2,3,3,2,1,2,2,1,2,4,I
4526,3,1,2,4,3,1,4,3,1,3,1,4,3,2,3,4,5,2,1,5,5,4,5,3,4,4,2,4,2,1,S
4527,4,3,3,4,5,5,3,3,5,3,1,2,3,3,5,5,5,3,4,3,4,2,3,5,4,5,3,1,1,1,S
4528,3,3,2,4,4,4,2,4,3,3,4,5,5,5,5,5,5,5,5,1,2,1,1,3,4,4,3,4,5,3,A
4529,5,2,1,4,1,2,4,3,1,4,1,1,1,2,1,3,2,1,1,4,1,1,1,4,5,1,4,4,3,2,E
4530,4,3,3,4,4,2,2,2,2,2,2,4,4,3,3,4,4,4,2,4,4,3,4,2,4,3,4,1,2,4,A
4531,5,1,5,5,5,2,4,4,4,2,2,2,5,5,5,5,5,3,5,5,5,5,5,5,5,3,1,1,1,1,S
4532,1,1,1,5,4,4,4,4,4,3,1,1,1,1,1,1,3,1,1,5,5,4,5,4,4,5,1,1,1,4,S
4533,2,2,3,2,3,3,3,3,3,4,5,4,4,4,4,4,5,4,2,2,2,3,2,3,5,1,2,4,3,3,A
4534,2,2,2,4,2,3,2,3,3,1,2,2,1,4,2,4,4,5,2,3,4,3,4,3,3,1,2,2,2,1,A
4535,2,2,1,4,5,5,4,4,4,4,4,2,4,5,5,5,5,2,4,2,1,2,2,2,4,1,-1,-1,2,1,I
4536,1,1,1,5,5,5,2,4,4,4,5,1,1,3,1,2,1,5,5,3,3,5,3,3,4,5,1,1,1,3,I
4537,3,3,3,5,3,4,3,3,5,3,1,3,3,4,5,5,3,5,1,3,3,3,3,4,3,1,2,3,3,3,A
4538,1,1,1,4,4,5,5,5,1,3,1,3,4,1,3,5,4,1,1,4,1,3,1,5,5,4,1,4,3,4,C
4539,1,1,1,3,4,4,3,4,3,3,1,1,1,1,1,2,1,3,1,4,4,2,4,3,3,3,4,4,1,4,S
4540,3,3,1,3,3,3,5,3,3,3,3,3,3,5,5,5,5,1,4,5,4,5,4,4,3,4,4,3,3,2,S
4541,5,5,5,5,5,5,5,5,4,5,4,1,1,1,1,1,1,5,1,4,4,4,4,1,2,5,3,3,1,3,R
4542,3,3,2,4,2,2,2,1,2,2,3,1,2,4,3,2,2,2,3,2,3,3,-1,1,2,1,2,2,3,4,C
4543,1,2,1,5,3,3,4,3,4,4,3,1,4,3,3,3,5,5,5,4,3,3,4,4,4,2,1,2,2,1,I
4544,3,5,2,5,4,5,5,5,4,-1,5,3,3,4,3,5,4,4,3,4,1,1,1,1,1,1,3,2,1,4,I
4545,5,3,2,5,5,4,2,4,5,5,2,5,1,3,3,2,5,1,1,5,4,2,4,5,5,3,3,3,3,2,I
4546,3,4,4,2,5,5,4,3,4,3,4,2,2,4,4,4,4,4,4,2,3,4,3,3,3,2,2,3,4,3,I
4547,2,3,5,5,4,3,3,4,3,4,4,4,3,4,4,3,4,3,4,5,5,4,5,4,5,4,4,3,4,3,S
4548,2,3,2,4,2,2,4,4,4,4,2,4,5,4,4,5,5,4,4,2,3,2,4,4,4,2,2,5,2,5,A
4549,1,1,1,4,3,1,5,3,3,2,1,1,1,1,1,1,1,1,1,5,1,4,4,1,3,1,4,2,3,1,S
4550,4,4,3,4,3,3,4,4,2,5,2,1,1,1,1,1,1,2,1,3,1,3,1,1,2,1,1,2,2,4,C
4551,4,2,2,5,2,2,2,2,2,2,4,2,4,1,2,2,3,2,3,5,3,4,4,4,2,4,2,5,2,2,S
4552,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,4,1,1,2,3,2,1,3,2,4,4,4,4,4,3,E
4553,3,2,3,2,3,2,3,2,3,3,2,4,3,5,4,4,4,5,4,5,3,4,4,5,3,3,3,3,3,3,A
4554,4,4,2,5,4,4,4,4,4,4,3,5,3,5,5,5,5,4,4,4,4,4,4,4,4,4,3,2,4,3,A
4555,3,2,1,1,3,2,2,2,3,2,1,1,3,3,1,1,2,3,1,5,4,2,4,2,3,3,4,3,3,2,S
4556,2,2,2,5,4,4,3,5,5,4,2,3,2,4,5,3,5,1,3,5,3,3,5,4,4,5,2,3,3,4,S
4557,3,4,3,4,4,4,4,3,4,4,4,1,2,4,4,3,4,5,4,2,2,2,1,1,2,1,2,3,3,2,I
4558,2,4,4,4,4,4,4,4,5,4,4,1,1,4,1,3,4,1,4,3,4,2,3,1,3,3,3,3,3,4,I
4559,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,3,1,3,1,3,2,1,5,C
4560,1,4,3,3,5,4,1,4,4,5,2,2,1,2,3,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,I
4561,3,4,3,2,4,3,4,2,5,2,4,4,3,4,4,3,5,2,4,4,3,4,5,3,3,4,3,3,4,3,S
4562,1,1,1,1,2,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,4,1,5,1,S
4563,1,3,3,3,1,1,1,1,1,1,3,3,3,4,3,3,2,5,5,5,5,5,5,5,5,5,3,3,5,1,S
4564,4,4,3,3,3,4,5,4,3,3,4,1,1,2,2,2,3,3,4,1,2,3,1,2,2,2,4,5,2,5,C
4565,2,2,4,4,4,4,4,4,4,-1,4,4,3,3,4,4,4,2,2,2,2,3,4,2,2,2,2,4,2,4,I
4566,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,5,2,1,1,3,1,1,1,1,S
4567,2,1,1,1,2,2,2,2,2,2,5,3,5,5,1,4,1,3,5,3,3,2,3,1,2,2,4,5,4,5,A
4568,2,2,2,3,4,4,2,2,2,2,1,3,3,3,2,4,4,1,4,5,4,3,4,2,3,3,3,3,2,4,S
4569,1,2,2,4,5,5,4,5,5,4,4,4,4,5,5,5,5,4,5,2,2,3,3,4,5,2,2,2,4,2,A
4570,3,3,3,3,3,3,3,2,2,2,2,3,2,3,3,3,2,1,2,3,3,3,4,3,2,3,3,3,2,2,S
4571,5,4,4,4,4,4,2,4,4,2,4,1,1,4,-1,2,4,4,2,3,2,2,4,2,2,2,1,1,1,4,R
4572,3,2,3,1,3,3,3,2,2,2,3,1,4,4,4,4,2,4,2,4,4,4,4,4,4,3,3,4,2,2,S
4573,2,1,1,3,4,2,3,2,2,1,1,1,1,1,1,1,2,1,1,5,3,2,4,2,3,3,2,5,1,-1,S
4574,3,2,1,4,1,2,4,3,2,4,2,5,2,4,4,4,5,2,4,5,3,4,4,3,4,4,3,3,5,4,A
4575,1,1,1,2,5,3,1,1,3,2,1,3,4,5,4,4,4,1,5,4,3,2,4,4,2,2,4,4,2,3,E
4576,1,1,1,3,3,1,4,1,1,1,1,4,5,4,4,4,3,4,4,5,3,5,4,4,4,4,5,3,1,1,S
4577,4,1,3,4,4,4,3,4,4,2,2,4,3,3,4,2,4,2,1,5,4,3,3,3,1,1,2,4,1,3,I
4578,3,1,1,4,1,1,4,3,1,3,1,1,1,1,1,1,1,1,1,3,4,1,4,1,2,4,1,2,1,2,S
4579,4,1,1,5,3,1,4,4,1,3,1,4,4,1,3,3,4,1,4,5,5,4,5,5,5,5,4,4,4,1,S
4580,4,4,4,4,5,5,3,5,5,5,4,2,3,4,5,4,5,3,3,2,3,4,5,4,5,4,3,3,5,3,I
4581,4,3,4,5,5,5,5,5,4,4,5,2,2,3,2,2,2,5,3,3,4,4,3,3,4,3,2,3,3,2,I
4582,3,2,2,5,5,4,5,4,5,3,2,3,3,5,5,5,5,5,3,3,1,4,3,1,3,2,4,4,4,2,A
4583,4,3,2,3,3,2,2,3,3,2,3,2,4,3,2,4,1,1,4,4,3,3,3,2,2,3,3,3,4,1,S
4584,3,2,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,5,3,3,4,3,3,3,3,I
4585,1,3,1,3,1,1,2,2,2,2,2,1,2,1,3,3,2,2,2,4,3,2,2,3,2,2,4,4,3,4,C
4586,2,1,2,4,5,4,4,4,5,3,3,5,4,5,4,5,5,4,4,3,3,3,3,3,3,3,1,3,2,2,A
4587,3,1,3,4,5,1,3,1,1,1,1,1,1,4,3,4,1,1,2,4,5,1,5,3,4,3,1,1,1,1,S
4588,1,1,1,5,4,1,1,1,3,1,1,1,1,1,1,1,3,3,1,5,4,3,5,4,1,1,1,3,1,1,S
4589,1,1,1,3,1,-1,1,1,1,1,1,3,1,1,1,1,3,1,1,5,3,4,3,1,2,2,2,3,2,1,S
4590,3,2,1,1,4,-1,4,3,5,2,3,1,1,3,2,2,3,1,1,5,4,5,5,3,5,5,1,2,4,5,S
4591,1,2,4,3,4,4,5,4,4,4,3,4,4,5,5,4,5,5,5,3,3,4,4,3,3,3,1,1,1,1,A
4592,5,4,2,5,5,5,5,5,5,4,5,2,-1,4,2,2,2,4,2,4,2,4,4,4,4,4,4,5,2,5,I
4593,3,3,3,3,5,5,2,2,5,2,4,4,5,5,5,5,5,4,4,3,5,4,4,4,4,4,4,4,4,2,A
4594,1,1,1,5,1,1,3,1,1,3,1,3,1,5,3,3,1,-1,3,3,4,2,4,3,1,5,1,3,1,1,S
4595,-1,1,2,3,2,1,1,1,4,1,1,5,4,5,5,4,5,4,3,5,5,5,4,5,4,4,5,1,5,1,S
4596,3,2,2,2,2,2,2,2,2,2,4,2,2,5,4,5,3,2,4,4,3,4,4,4,4,4,3,4,4,2,S
4597,3,1,1,2,2,1,1,1,1,4,1,1,1,1,1,2,1,2,1,4,2,2,3,1,1,1,1,4,1,4,C
4598,3,3,1,4,4,3,3,2,4,1,2,1,3,4,2,3,3,2,2,2,3,2,2,3,2,2,3,2,2,2,I
4599,3,3,1,4,3,4,4,4,3,4,4,3,2,5,4,3,3,4,4,4,3,4,3,2,2,2,1,1,3,3,I
4600,4,4,4,5,5,5,4,1,5,4,2,1,3,1,4,3,5,5,1,2,1,5,2,4,2,2,1,1,1,1,I
4601,1,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,3,1,1,1,I
4602,1,3,3,3,2,1,4,2,2,1,2,5,4,2,4,4,5,1,3,4,4,2,4,4,4,2,2,3,2,3,S
4603,2,1,1,4,5,4,4,4,4,4,4,1,4,3,4,4,3,4,4,4,5,4,5,5,5,4,1,1,4,1,S
4604,2,2,1,4,3,1,2,1,2,1,2,2,4,5,3,5,2,1,4,5,1,4,4,3,4,3,2,4,3,1,A
