,R1,R4,R6,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S3,S4,S5,S6,S7,S8,E3,E5,E8,C5,Strength
4605,1,2,2,3,5,5,2,4,5,4,3,2,3,3,3,3,2,3,3,4,5,4,5,5,5,5,3,3,5,2,S
4606,4,4,4,3,3,3,4,3,3,3,3,1,3,3,3,5,4,3,3,4,3,4,4,4,4,4,3,3,4,4,R
4607,3,3,3,3,4,4,2,4,4,4,3,2,4,4,5,5,5,1,5,1,1,4,1,1,2,1,3,4,3,4,A
4608,2,3,4,4,3,3,4,3,3,2,3,2,3,1,3,1,3,1,3,5,5,5,5,3,4,4,3,4,2,5,S
4609,2,1,1,5,5,5,4,5,5,4,5,1,1,3,1,1,1,1,4,1,2,3,1,1,1,3,1,1,5,1,I
4610,4,4,4,5,5,5,5,5,5,5,4,2,3,4,4,5,2,4,4,5,5,5,5,4,4,5,3,4,4,4,I
4611,4,4,3,3,2,1,3,2,1,1,1,1,1,1,3,1,1,4,1,1,2,2,2,3,3,2,3,3,4,3,R
4612,1,1,1,4,4,5,5,5,4,5,3,1,1,1,1,1,1,3,1,4,5,1,5,1,2,3,1,1,1,1,I
4613,1,1,1,2,2,1,1,1,2,1,1,2,4,2,4,4,3,4,4,3,2,5,4,5,5,1,3,4,2,1,S
4614,4,-1,2,4,5,5,2,3,5,3,5,4,2,4,4,2,3,4,3,5,3,3,3,3,3,3,2,2,3,2,I
4615,5,5,4,4,4,4,3,3,4,3,3,3,5,3,3,4,3,5,4,3,1,4,3,5,4,3,4,2,5,1,R
4616,3,1,1,4,5,4,4,4,5,4,3,1,1,4,4,5,4,2,4,5,4,4,5,4,5,3,1,2,3,2,S
4617,3,3,3,2,3,3,1,3,2,2,3,2,2,1,2,1,3,1,2,3,2,3,2,3,2,2,3,2,2,5,C
4618,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,3,4,1,2,E
4619,2,1,3,2,4,4,2,3,3,1,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,2,3,1,S
4620,2,3,3,4,4,4,1,3,3,3,3,1,1,1,1,2,1,1,2,3,3,3,2,2,3,3,3,1,3,4,I
4621,4,4,5,3,1,3,3,3,3,1,3,5,3,5,4,4,5,2,4,1,2,5,5,5,5,3,2,4,2,1,A
4622,1,1,4,5,3,1,1,1,1,1,5,1,2,3,3,3,2,5,1,5,4,4,5,2,4,1,5,5,3,1,S
4623,1,2,2,5,5,5,4,5,5,4,4,2,3,3,3,2,3,3,2,2,1,2,2,2,2,1,1,1,1,2,I
4624,1,1,1,1,1,1,1,1,1,1,1,3,4,5,4,3,4,4,5,3,3,3,2,4,4,2,2,3,3,1,A
4625,2,2,1,2,5,4,3,4,3,4,1,2,4,4,3,3,4,2,1,5,5,3,5,4,4,4,4,1,1,4,S
4626,1,2,1,3,3,4,3,3,4,3,3,2,1,4,5,3,5,3,4,3,2,2,2,2,2,1,2,2,2,1,A
4627,3,1,1,4,4,4,1,1,4,1,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,S
4628,3,3,3,5,2,3,4,2,3,3,1,1,4,1,3,3,3,4,3,5,4,2,4,2,2,2,3,4,3,3,S
4629,3,4,3,3,4,4,4,4,4,4,4,1,2,2,2,3,3,4,2,2,2,5,3,2,3,1,4,4,3,3,I
4630,3,3,2,4,4,4,4,4,4,3,4,5,4,3,4,3,5,2,3,4,3,3,4,4,2,2,3,4,2,4,I
4631,1,1,1,5,4,4,4,4,5,4,1,3,3,3,3,1,2,3,1,5,5,5,5,5,5,5,2,2,1,1,S
4632,3,1,1,1,4,1,1,1,1,1,1,2,4,1,2,4,3,1,2,4,4,2,4,2,1,1,5,3,2,3,C
4633,3,4,3,4,3,4,2,4,4,4,4,4,5,5,5,5,5,3,4,3,3,3,3,3,4,3,3,3,3,4,A
4634,1,3,3,3,3,2,1,2,1,4,1,1,2,3,1,1,1,3,1,2,1,2,1,1,1,1,2,3,1,2,C
4635,3,2,3,3,3,2,2,3,4,2,1,2,2,2,1,1,4,4,4,5,2,5,3,5,4,1,4,2,3,3,S
4636,3,4,1,5,3,2,5,2,1,3,1,4,3,4,3,4,4,5,4,5,1,4,4,2,1,1,2,3,2,2,A
4637,3,3,3,3,3,3,3,1,3,3,2,1,1,3,1,1,2,1,5,5,4,3,4,3,3,2,1,1,1,3,S
4638,1,3,3,4,4,3,3,4,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,3,2,3,3,1,3,4,A
4639,2,1,1,5,3,3,4,4,2,4,2,1,2,4,2,4,3,2,2,1,2,2,3,1,1,1,1,2,1,1,I
4640,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,3,1,3,5,5,5,5,3,1,3,5,5,1,1,E
4641,3,2,1,1,1,1,1,1,1,1,1,1,2,5,3,4,3,2,3,3,3,3,4,3,4,3,3,3,3,1,S
4642,1,2,1,3,4,4,1,1,2,1,1,1,1,1,1,1,1,5,1,3,1,5,2,1,4,2,4,3,1,2,E
4643,3,3,1,4,3,4,4,4,3,4,3,4,3,4,3,4,4,4,1,5,4,4,4,2,2,2,3,4,5,1,I
4644,3,3,4,5,5,5,4,3,4,2,4,1,1,2,2,4,4,1,1,4,1,3,1,1,3,1,1,1,1,4,I
4645,1,1,1,1,3,1,3,1,1,1,1,5,5,3,5,4,5,3,4,5,4,3,5,3,4,3,3,3,4,1,A
4646,2,3,3,5,4,5,4,4,4,2,4,3,2,3,2,3,5,2,3,2,4,2,3,3,3,3,2,2,2,2,I
4647,2,1,2,5,5,5,5,5,5,5,5,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3,1,I
4648,2,4,3,3,3,2,2,2,3,2,2,2,3,2,3,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,C
4649,3,4,1,3,2,2,4,4,1,1,1,3,2,4,4,1,1,1,-1,2,4,4,1,1,1,4,4,1,4,1,S
4650,1,1,1,3,5,5,5,4,4,4,4,1,4,5,4,4,4,1,4,3,4,2,4,4,5,4,3,4,4,3,I
4651,2,2,2,5,4,4,4,4,4,4,3,3,2,2,2,4,2,2,2,1,1,1,2,2,2,2,4,4,2,3,I
4652,1,1,3,4,3,3,3,1,1,1,1,4,5,4,5,5,4,5,3,5,5,5,5,4,5,4,4,1,4,1,S
4653,3,1,1,5,5,5,3,4,5,4,2,3,3,4,4,2,4,1,3,4,4,2,3,4,3,4,1,1,1,2,I
4654,3,5,4,3,4,5,1,1,1,1,5,4,1,5,5,5,5,5,5,4,5,5,5,1,5,5,2,1,1,1,R
4655,3,5,2,4,4,4,4,4,4,4,3,5,5,4,4,3,5,4,4,2,3,3,2,3,3,1,4,1,3,4,A
4656,2,2,1,3,1,1,3,2,1,3,1,1,1,1,1,1,3,1,1,2,4,1,4,2,4,3,2,2,1,3,S
4657,2,3,2,4,3,2,3,2,1,2,2,1,2,1,1,1,1,4,1,1,1,1,2,1,1,1,2,3,3,2,I
4658,1,1,1,3,3,2,2,1,2,1,2,4,5,4,5,5,4,4,5,3,2,4,4,4,4,1,3,3,4,1,A
4659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,5,1,5,4,1,1,3,3,1,1,3,S
4660,4,4,4,4,5,5,4,3,5,4,5,2,1,1,1,1,1,4,1,3,2,1,3,2,2,1,3,4,1,5,I
4661,3,1,3,2,5,4,2,2,1,2,-1,1,1,5,2,1,4,2,4,5,4,2,4,3,2,3,3,2,1,1,S
4662,1,1,1,4,5,4,1,3,4,2,3,5,5,4,5,5,5,3,5,5,5,2,5,5,5,2,3,4,5,1,A
4663,3,3,4,5,4,4,4,4,4,4,3,3,-1,5,4,5,3,3,4,4,4,4,-1,4,4,4,3,3,5,4,I
4664,1,1,2,4,3,4,3,4,3,4,2,1,1,4,1,1,1,2,1,2,1,3,1,2,2,1,1,4,1,2,I
4665,1,1,1,4,5,5,3,3,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,I
4666,1,1,1,2,3,2,1,1,1,1,1,2,1,1,1,3,1,1,1,5,3,4,4,2,4,3,3,3,3,2,S
4667,4,3,3,4,2,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,3,4,3,A
4668,1,1,1,4,4,2,1,1,2,1,2,5,3,4,3,3,3,4,4,-1,3,4,4,3,3,3,2,3,3,2,A
4669,2,2,2,4,5,5,3,4,5,4,5,5,4,5,4,5,5,5,5,4,5,5,4,4,5,2,4,2,4,2,A
4670,2,2,2,5,4,4,4,5,3,4,3,1,4,3,3,5,2,3,2,5,4,5,4,2,4,2,1,2,2,4,I
4671,1,1,1,4,5,3,2,2,2,1,1,2,2,2,3,2,4,1,2,1,4,2,4,1,1,2,2,1,4,1,I
4672,5,5,4,5,4,4,5,4,3,4,3,3,4,4,1,4,3,3,3,5,4,4,5,4,5,4,4,5,4,5,S
4673,3,3,4,4,5,4,4,4,4,4,1,1,1,5,1,1,1,4,1,4,5,5,4,2,5,4,2,1,4,2,S
4674,3,1,1,3,4,3,2,4,4,4,3,3,3,4,4,4,2,1,3,5,2,4,3,4,4,2,4,4,2,3,I
4675,1,1,1,3,3,4,2,4,1,2,2,3,4,4,5,4,4,3,4,3,1,5,1,3,1,1,1,3,1,2,A
4676,1,3,3,4,5,4,4,4,4,3,5,3,3,4,4,4,4,5,4,3,4,4,4,3,4,3,3,4,3,4,I
4677,3,4,2,1,2,1,1,1,2,1,1,3,4,5,5,5,5,3,5,3,2,3,3,3,3,2,2,4,3,3,A
4678,3,1,1,-1,3,2,1,1,1,1,2,3,1,1,5,4,5,1,1,4,2,2,2,1,1,1,1,3,1,4,A
4679,3,2,1,2,2,2,3,3,1,1,1,2,2,3,5,4,4,2,1,5,5,3,5,1,5,3,2,1,1,5,S
4680,1,1,1,4,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,5,5,3,1,1,1,1,1,S
4681,1,1,1,4,3,1,1,1,1,1,1,1,1,1,4,3,3,1,1,5,1,3,3,3,3,1,1,1,1,1,S
4682,3,3,4,5,5,3,3,4,5,5,3,3,5,1,3,4,5,1,5,5,5,1,5,5,5,3,4,5,3,3,I
4683,2,2,2,4,5,4,2,4,3,3,2,1,3,4,4,5,3,4,4,4,3,3,5,5,3,3,2,2,3,2,S
4684,2,4,3,3,5,5,3,3,5,2,3,4,3,5,4,4,4,3,4,2,2,3,3,4,3,3,1,2,4,1,A
4685,1,1,1,1,3,1,1,1,1,1,2,2,4,4,3,4,4,1,2,1,2,2,3,4,4,3,1,2,3,1,A
4686,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,S
4687,3,1,1,4,3,3,2,2,3,1,3,1,4,5,4,4,3,2,4,3,3,3,3,2,2,3,2,1,2,1,A
4688,1,4,3,3,4,5,3,4,4,4,4,3,3,2,2,3,5,1,3,5,3,5,3,3,4,2,4,4,4,4,C
4689,5,4,4,5,5,5,4,4,5,4,4,2,2,4,4,5,5,5,2,1,4,2,2,1,3,4,2,1,4,5,I
4690,3,3,2,5,5,5,5,3,5,3,3,2,2,3,3,2,2,-1,2,3,3,3,3,2,2,3,2,2,3,3,I
4691,2,2,1,3,2,3,4,3,2,3,2,1,2,4,3,4,3,2,2,3,1,3,1,1,1,1,2,4,2,2,I
4692,1,1,3,5,5,5,1,4,5,5,4,1,1,2,5,5,5,1,5,2,2,3,3,3,4,3,1,1,1,3,I
4693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,E
4694,3,2,4,3,1,1,1,1,1,1,1,2,4,1,3,4,3,1,3,4,4,4,4,1,4,4,5,3,3,1,E
4695,1,1,1,2,4,2,3,2,1,2,2,4,5,3,4,5,5,2,3,5,4,2,5,2,3,3,4,4,2,1,A
4696,3,2,4,3,1,3,1,3,5,3,2,3,4,4,2,2,5,3,1,3,5,3,1,4,3,1,4,2,2,3,C
4697,3,3,2,4,4,4,3,3,4,3,3,1,2,2,2,3,2,2,2,4,3,3,3,3,3,3,4,4,-1,3,I
4698,1,1,1,3,2,1,2,1,1,2,1,2,2,1,2,1,3,3,1,2,4,2,3,3,2,3,4,3,2,2,S
4699,2,4,3,4,4,3,4,3,2,3,1,3,3,1,2,4,4,2,1,2,2,2,2,1,4,2,4,4,2,4,I
4700,2,1,1,1,2,3,3,3,3,1,3,1,5,4,1,4,1,1,4,4,5,1,4,1,4,4,5,4,3,1,S
4701,4,1,1,3,4,4,5,3,3,1,1,2,5,3,3,5,1,4,4,5,4,3,3,5,5,4,5,5,5,2,E
4702,5,2,4,5,5,3,5,3,5,3,3,1,1,1,4,1,1,5,1,5,4,5,5,4,5,4,3,3,3,3,S
4703,2,3,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,3,4,4,3,3,4,4,3,2,4,4,5,2,A
4704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,3,1,3,1,1,1,S
4705,2,1,3,5,5,5,4,5,4,3,2,4,4,5,3,4,5,5,5,3,4,3,4,3,2,1,2,4,1,1,A
4706,1,1,1,3,4,2,1,1,2,1,2,5,5,5,5,5,5,3,3,4,5,3,4,2,2,1,3,2,4,3,A
4707,1,1,1,2,5,1,1,1,2,1,2,1,5,4,4,5,2,1,1,5,4,1,5,4,5,4,2,2,1,4,S
4708,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,R
4709,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,1,1,1,1,1,4,4,3,5,C
4710,3,1,1,4,2,2,3,4,3,4,1,3,1,2,1,1,3,1,1,2,4,1,4,2,3,3,2,1,2,4,C
4711,3,4,2,4,5,5,2,4,4,4,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,I
4712,4,3,4,4,3,4,2,1,3,3,2,2,2,4,2,2,3,3,3,4,5,4,5,4,4,3,2,3,4,2,S
4713,1,2,2,5,1,1,4,1,1,3,1,3,3,3,4,3,4,4,2,4,4,5,5,4,4,3,4,4,2,4,S
4714,3,3,3,5,3,2,4,3,2,2,1,3,4,5,1,3,3,4,4,3,4,2,5,1,3,4,3,2,4,2,A
4715,3,3,3,4,3,3,2,3,3,3,3,2,3,4,4,4,4,3,4,2,3,3,2,4,4,2,3,2,3,2,A
4716,2,4,1,5,5,5,5,5,5,5,5,4,1,2,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,4,I
4717,2,3,2,4,2,1,4,3,2,3,1,4,4,3,5,4,4,4,3,2,3,4,4,4,3,3,2,3,3,2,A
4718,4,4,4,2,5,5,2,4,-1,2,4,1,4,5,2,4,4,4,3,4,2,4,2,3,3,2,3,4,1,4,A
4719,1,1,1,3,4,4,2,4,4,3,4,3,3,3,5,5,5,3,3,1,1,1,1,2,2,1,1,1,2,1,A
4720,1,4,1,3,5,3,2,3,3,3,1,5,5,4,4,5,5,3,3,1,1,1,1,2,1,1,1,1,1,1,A
4721,2,1,4,4,3,4,5,4,4,4,4,3,5,5,4,4,3,5,5,5,4,3,4,1,2,2,5,3,2,4,A
4722,4,4,4,1,4,4,1,2,1,1,1,2,1,2,1,2,1,5,1,3,5,2,3,4,4,2,4,5,5,2,E
4723,4,2,1,4,5,5,4,4,5,4,5,3,4,3,5,4,4,5,4,5,4,5,5,5,5,4,2,3,3,4,S
4724,2,2,2,4,4,4,2,3,3,2,3,5,3,5,5,5,5,1,4,5,2,2,5,5,4,2,1,1,1,1,A
4725,5,1,3,4,1,1,2,1,2,2,2,1,3,1,1,1,4,4,2,3,2,4,3,5,4,2,4,3,4,3,S
4726,1,1,1,4,1,3,3,3,1,3,1,1,1,1,1,1,4,4,1,1,1,4,1,1,1,3,3,3,1,1,I
4727,2,2,3,2,2,2,3,3,2,2,2,2,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,E
4728,4,1,2,2,5,4,2,2,2,1,1,4,5,4,5,5,5,1,5,5,2,5,5,5,5,5,1,5,2,2,A
4729,3,3,3,2,3,2,1,2,2,1,2,4,5,5,5,5,4,3,5,3,3,3,4,3,3,1,1,2,4,4,A
4730,1,1,1,5,3,2,5,2,1,2,1,1,4,2,3,5,1,1,1,1,5,3,4,1,1,1,5,5,1,4,I
4731,2,3,3,2,3,2,3,3,2,2,3,2,3,4,4,5,3,3,5,2,3,1,3,2,3,3,2,1,3,2,A
4732,1,1,1,4,4,4,3,4,4,4,3,2,1,5,1,1,3,2,3,2,3,5,3,4,2,3,3,4,2,2,I
4733,2,3,3,1,4,5,3,3,3,5,5,1,2,1,1,1,2,4,2,1,1,4,1,1,2,1,1,3,3,1,I
4734,1,1,1,4,1,1,5,4,1,4,1,1,1,4,1,3,1,1,1,5,4,4,5,4,4,2,4,4,3,1,S
4735,2,3,1,4,5,4,4,4,4,4,2,4,4,5,4,4,5,2,5,4,5,4,4,5,5,4,2,2,5,1,S
4736,1,1,5,2,5,5,5,2,5,1,4,2,4,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,4,3,S
4737,3,3,2,5,3,4,3,4,3,4,3,2,4,4,2,5,4,2,3,4,1,2,1,1,3,1,1,1,1,4,I
4738,1,2,1,4,5,3,2,2,3,2,1,3,5,4,5,5,4,2,5,4,4,4,5,5,5,4,3,4,4,1,S
4739,2,4,3,5,3,2,5,5,2,4,4,5,5,4,5,5,5,3,4,4,4,3,2,2,3,1,2,2,5,4,A
4740,3,5,4,5,2,1,3,2,2,1,2,3,5,3,1,2,2,3,2,5,4,5,4,1,2,3,4,5,1,4,S
4741,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,A
4742,1,4,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1,1,4,1,4,C
4743,2,1,1,4,2,1,4,1,1,1,1,5,4,2,4,4,2,1,3,5,5,4,5,4,5,5,4,4,3,3,S
4744,3,3,2,2,5,2,2,1,2,1,1,3,5,5,4,5,3,4,4,4,2,4,5,4,4,4,3,4,4,5,A
4745,2,1,4,4,4,4,3,2,4,3,5,5,5,5,3,4,5,5,5,4,4,3,4,4,5,4,1,2,4,2,A
4746,3,2,2,2,3,1,1,1,3,2,2,3,4,4,5,4,5,4,4,3,4,2,4,2,2,3,3,5,2,3,A
4747,3,5,1,4,5,5,5,5,5,3,1,4,5,5,5,4,5,1,4,4,4,3,4,3,4,3,4,4,3,5,I
4748,3,3,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,3,5,5,5,5,4,4,3,4,4,5,3,I
4749,4,4,4,4,-1,4,4,4,4,3,4,4,4,3,3,3,3,2,4,5,2,2,5,2,4,2,4,4,2,3,C
4750,2,1,1,3,2,3,2,3,4,4,2,3,4,2,4,5,5,4,4,1,4,1,4,4,4,5,3,3,3,2,A
4751,3,4,4,4,4,4,4,4,4,2,4,3,5,4,5,5,4,4,4,3,1,3,1,2,4,1,4,4,4,5,A
4752,3,3,2,3,3,3,2,3,2,2,3,1,1,2,1,2,2,2,3,2,2,1,1,1,1,2,3,3,2,3,R
4753,1,1,1,5,5,4,4,1,3,1,1,5,5,4,5,5,5,4,4,3,2,5,2,3,1,1,1,4,1,1,A
4754,4,1,1,4,4,4,1,1,4,1,2,1,1,5,1,3,3,2,3,4,4,4,4,3,3,2,2,3,2,3,S
4755,3,3,2,5,3,3,4,3,3,3,3,4,3,3,3,2,3,3,4,3,3,4,3,3,2,2,4,3,4,2,I
4756,1,1,1,1,5,4,1,2,4,3,3,1,5,2,3,5,1,4,3,3,2,3,4,3,5,3,1,1,2,1,S
4757,1,1,1,3,2,3,2,3,3,3,3,3,2,3,3,4,4,4,2,3,1,3,3,4,4,2,2,4,2,4,A
4758,2,2,2,4,4,4,5,4,4,4,4,3,3,3,3,3,3,3,2,4,3,2,2,2,3,4,3,5,3,5,I
4759,3,3,2,3,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,4,2,3,C
4760,1,1,1,4,4,1,3,1,1,1,1,5,5,4,3,4,4,1,4,5,4,3,4,5,5,4,4,3,5,1,S
4761,2,3,2,4,3,4,4,4,3,4,3,2,3,3,2,3,4,3,3,2,2,2,3,3,4,2,2,2,3,3,I
4762,3,3,3,5,5,5,4,4,4,5,3,1,1,2,1,2,1,1,2,3,4,4,4,4,4,4,2,2,2,4,I
4763,2,2,1,2,2,1,2,1,1,1,1,1,1,4,3,1,1,2,1,3,4,2,4,4,2,1,4,5,3,4,C
4764,1,1,1,1,3,3,5,3,1,2,4,1,4,5,4,5,4,-1,4,3,4,4,4,2,5,2,3,4,4,4,S
4765,3,1,1,2,4,3,1,1,1,2,1,4,5,4,4,5,5,4,4,2,2,1,2,3,2,3,1,2,4,1,A
4766,1,2,2,4,5,4,5,4,3,4,3,3,4,5,4,5,4,5,4,4,4,3,4,3,2,2,3,5,3,2,A
4767,3,3,3,2,2,1,3,1,1,1,1,1,1,1,1,1,3,5,1,5,4,1,4,1,3,3,3,5,1,1,S
4768,5,1,1,3,5,1,1,1,4,1,3,1,1,2,3,2,2,3,2,5,5,5,4,3,3,4,2,2,2,2,S
4769,2,1,1,3,4,4,1,1,1,1,1,1,3,1,4,3,2,1,4,4,5,1,5,4,4,1,1,1,4,1,S
4770,1,1,1,4,4,4,2,3,3,2,3,4,4,3,4,4,2,1,3,4,2,1,3,2,2,2,2,3,1,1,I
4771,1,1,3,5,4,1,1,1,3,1,4,5,4,3,3,5,5,1,4,3,4,4,1,2,5,2,1,1,1,1,A
4772,1,1,4,4,4,4,3,3,4,3,4,4,5,4,4,5,5,5,4,1,4,5,3,4,4,3,1,1,1,1,A
4773,3,4,4,4,4,4,4,4,3,3,3,5,5,4,2,2,5,5,4,4,4,5,4,1,3,2,4,4,3,4,A
4774,1,4,4,5,3,4,3,4,4,4,4,1,1,4,1,2,3,3,2,4,1,4,2,2,3,3,3,1,3,2,I
4775,3,5,5,3,5,5,1,5,5,3,5,4,5,5,1,5,5,5,5,4,5,3,5,5,5,5,3,5,5,5,R
4776,3,2,4,5,5,5,4,5,5,5,4,2,5,4,2,4,4,4,4,2,3,2,3,2,3,2,3,4,3,1,I
4777,3,5,4,4,1,1,4,2,1,1,2,3,2,4,1,3,1,4,4,4,1,1,2,1,4,1,4,4,3,4,R
4778,3,1,3,4,1,1,2,2,2,2,2,4,4,5,3,2,4,4,3,3,4,3,4,3,2,2,4,4,4,3,A
4779,1,-1,1,1,4,3,1,-1,1,1,1,1,5,3,2,5,-1,2,4,4,2,1,1,3,2,2,1,1,4,1,A
4780,4,4,4,3,4,2,1,1,2,1,4,1,5,4,1,5,1,1,4,5,3,2,4,3,3,1,4,3,3,2,R
4781,3,3,4,4,4,1,3,1,5,3,5,3,4,3,3,3,4,2,5,4,4,4,4,3,4,5,3,4,3,4,S
4782,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,3,5,4,5,4,4,4,3,3,1,S
4783,3,1,1,3,4,4,1,1,4,1,3,1,2,4,4,5,4,1,4,4,5,4,5,1,1,4,1,1,1,1,S
4784,1,2,1,5,5,4,3,4,4,2,4,4,4,4,2,4,5,1,4,4,2,4,3,2,4,4,1,2,4,2,I
4785,1,2,1,5,1,1,5,3,1,3,1,4,4,1,1,1,3,4,4,4,4,1,3,3,2,4,2,2,2,1,S
4786,1,1,1,1,1,1,1,1,5,1,5,3,5,4,3,5,5,5,5,1,1,3,1,1,5,4,5,5,5,5,A
4787,1,1,3,1,5,5,4,4,5,2,4,3,5,4,4,5,4,1,4,5,4,1,2,1,1,1,1,2,1,4,I
4788,1,2,1,4,1,3,3,3,1,3,3,2,2,2,1,4,2,1,1,2,1,1,2,4,4,1,2,4,1,2,I
4789,4,4,3,4,4,5,4,5,5,5,4,-1,2,1,2,1,2,2,2,2,1,3,2,2,2,1,2,2,3,4,I
4790,3,1,4,3,3,2,3,1,3,3,1,4,3,4,4,3,5,3,5,1,3,2,4,4,3,1,3,2,5,2,A
4791,1,2,1,4,5,4,4,4,5,3,5,3,4,5,4,4,4,4,5,2,2,4,2,4,5,5,3,1,2,1,I
4792,4,3,4,4,4,3,3,4,4,4,3,5,4,4,4,3,3,5,4,5,4,4,4,4,5,4,3,3,3,4,R
4793,2,3,1,5,5,5,5,5,4,5,4,1,1,1,1,1,2,3,1,3,3,2,3,1,1,1,1,2,1,1,I
4794,3,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,4,1,1,1,1,1,1,1,2,1,2,1,1,3,C
4795,1,1,1,3,4,4,1,1,4,1,1,1,1,4,1,1,1,4,1,3,1,1,4,4,3,1,1,1,4,1,I
4796,1,1,1,2,5,3,4,2,5,1,1,3,3,3,5,5,5,2,2,3,2,4,3,2,5,1,3,3,2,3,A
4797,5,5,5,5,5,4,5,4,4,4,3,2,4,1,2,2,4,2,2,4,5,4,4,1,2,2,4,4,1,3,I
4798,1,1,1,5,1,2,4,1,2,3,1,2,2,5,3,1,4,4,5,5,5,2,5,5,5,5,4,2,4,1,S
4799,3,3,3,3,4,4,4,4,4,4,3,2,2,4,2,2,3,3,2,2,2,3,2,3,2,2,3,4,3,3,I
4800,3,3,3,5,2,4,5,5,3,5,4,3,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,4,3,S
4801,1,1,1,1,1,1,1,1,1,1,1,5,5,-1,5,5,5,1,3,3,3,1,5,1,1,1,1,1,1,1,A
4802,3,2,3,4,5,5,4,5,5,5,4,5,3,3,4,4,5,5,4,2,2,4,3,4,3,3,4,5,4,3,I
4803,3,1,1,2,3,3,2,2,3,2,1,3,3,4,3,3,3,3,3,5,5,3,5,5,5,5,4,4,4,3,S
4804,2,4,2,4,3,5,5,5,2,4,2,1,1,2,1,1,2,2,2,2,2,3,4,2,2,4,4,5,4,4,I
4805,1,1,1,3,4,3,2,3,3,4,1,5,5,4,5,5,5,5,5,4,3,4,1,4,5,4,1,1,3,1,A
4806,3,3,1,5,4,5,5,5,3,5,2,4,4,4,3,4,4,3,2,3,1,1,1,1,1,2,1,2,5,3,I
4807,1,1,1,1,5,4,1,3,5,3,1,3,1,1,5,2,5,3,1,5,4,1,4,5,4,1,1,1,1,1,S
4808,1,1,2,4,4,3,3,3,4,2,4,3,5,5,4,5,2,4,4,4,4,3,5,3,4,3,3,3,3,3,A
4809,4,2,2,3,4,4,2,1,4,1,4,1,1,1,2,1,2,4,1,5,4,3,5,4,3,3,3,5,3,4,S
4810,1,1,1,5,5,5,3,4,4,5,4,3,4,3,3,4,5,1,3,2,1,3,4,3,4,3,1,3,3,3,I
4811,1,2,1,4,4,4,3,4,3,4,4,3,4,2,5,5,4,1,3,4,5,1,4,1,2,2,1,1,1,1,I
4812,3,1,1,4,4,4,5,4,4,5,2,4,2,3,1,3,4,3,4,4,5,4,5,4,3,1,3,1,2,1,I
4813,5,4,3,5,4,3,3,3,3,5,5,1,4,3,3,3,4,3,1,4,3,4,5,4,1,3,3,5,1,4,I
4814,3,1,2,4,4,2,4,3,3,3,3,2,4,4,4,5,5,5,3,5,5,5,5,5,5,2,5,5,2,1,S
4815,3,1,3,2,2,2,1,1,3,1,3,1,1,4,4,5,3,3,3,4,4,4,5,5,5,5,3,4,3,1,S
4816,1,1,3,4,5,4,2,4,4,2,1,5,5,2,4,3,5,4,4,4,2,5,3,4,4,3,4,1,1,1,A
4817,4,5,2,3,3,3,2,3,2,3,4,4,4,3,4,4,5,2,4,3,2,2,3,3,3,2,2,4,5,4,A
